,Country Code,Country Name,Subject,Measure,Year,Unit,PowerCode,Value
25703,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2018,Percentage,Units,43.0217
25704,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2019,Percentage,Units,44.136267
25705,IND,India,GDP per head of population,As % of the USA (USA=100),1997,Percentage,Units,5.565803
25706,IND,India,GDP per head of population,As % of the USA (USA=100),1998,Percentage,Units,5.61384
25707,IND,India,GDP per head of population,As % of the USA (USA=100),1999,Percentage,Units,5.765304
25708,IND,India,GDP per head of population,As % of the USA (USA=100),2000,Percentage,Units,5.818633
25709,IND,India,GDP per head of population,As % of the USA (USA=100),2001,Percentage,Units,5.961067
25710,IND,India,GDP per head of population,As % of the USA (USA=100),2002,Percentage,Units,6.047671
25711,IND,India,GDP per head of population,As % of the USA (USA=100),2003,Percentage,Units,6.236286
25712,IND,India,GDP per head of population,As % of the USA (USA=100),2004,Percentage,Units,6.411492
25713,IND,India,GDP per head of population,As % of the USA (USA=100),2005,Percentage,Units,6.646610000000001
25714,IND,India,GDP per head of population,As % of the USA (USA=100),2006,Percentage,Units,6.870516
25715,IND,India,GDP per head of population,As % of the USA (USA=100),2007,Percentage,Units,7.309194000000001
25716,IND,India,GDP per head of population,As % of the USA (USA=100),2008,Percentage,Units,7.722580000000001
25717,IND,India,GDP per head of population,As % of the USA (USA=100),2009,Percentage,Units,8.085874
25718,IND,India,GDP per head of population,As % of the USA (USA=100),2010,Percentage,Units,8.57751
25719,IND,India,GDP per head of population,As % of the USA (USA=100),2011,Percentage,Units,9.064326
25720,IND,India,GDP per head of population,As % of the USA (USA=100),2012,Percentage,Units,9.368361
25721,IND,India,GDP per head of population,As % of the USA (USA=100),2013,Percentage,Units,9.469837
25722,IND,India,GDP per head of population,As % of the USA (USA=100),2014,Percentage,Units,9.532855
25723,IND,India,GDP per head of population,As % of the USA (USA=100),2015,Percentage,Units,9.550571000000001
25724,IND,India,GDP per head of population,As % of the USA (USA=100),2016,Percentage,Units,9.986275
25725,IND,India,GDP per head of population,As % of the USA (USA=100),2017,Percentage,Units,10.213882
25726,IND,India,GDP per head of population,As % of the USA (USA=100),2018,Percentage,Units,10.6189
25727,IND,India,GDP per head of population,As % of the USA (USA=100),2019,Percentage,Units,10.836210000000001
25728,IND,India,GDP per person employed,As % of the USA (USA=100),1997,Percentage,Units,6.720522
25729,IND,India,GDP per person employed,As % of the USA (USA=100),1998,Percentage,Units,6.833049000000001
25730,IND,India,GDP per person employed,As % of the USA (USA=100),1999,Percentage,Units,7.073853
25731,IND,India,GDP per person employed,As % of the USA (USA=100),2000,Percentage,Units,7.201845
25732,IND,India,GDP per person employed,As % of the USA (USA=100),2001,Percentage,Units,7.244555
25733,IND,India,GDP per person employed,As % of the USA (USA=100),2002,Percentage,Units,7.191802
25734,IND,India,GDP per person employed,As % of the USA (USA=100),2003,Percentage,Units,7.337535000000001
25735,IND,India,GDP per person employed,As % of the USA (USA=100),2004,Percentage,Units,7.470530999999999
25736,IND,India,GDP per person employed,As % of the USA (USA=100),2005,Percentage,Units,7.871813
25737,IND,India,GDP per person employed,As % of the USA (USA=100),2006,Percentage,Units,8.324138
25738,IND,India,GDP per person employed,As % of the USA (USA=100),2007,Percentage,Units,8.9728
25739,IND,India,GDP per person employed,As % of the USA (USA=100),2008,Percentage,Units,9.44575
25740,IND,India,GDP per person employed,As % of the USA (USA=100),2009,Percentage,Units,9.51341
25741,IND,India,GDP per person employed,As % of the USA (USA=100),2010,Percentage,Units,10.080077000000001
25742,IND,India,GDP per person employed,As % of the USA (USA=100),2011,Percentage,Units,10.670213
25743,IND,India,GDP per person employed,As % of the USA (USA=100),2012,Percentage,Units,11.166817
25744,IND,India,GDP per person employed,As % of the USA (USA=100),2013,Percentage,Units,11.311573
25745,IND,India,GDP per person employed,As % of the USA (USA=100),2014,Percentage,Units,11.650227000000001
25746,IND,India,GDP per person employed,As % of the USA (USA=100),2015,Percentage,Units,11.94033
25747,IND,India,GDP per person employed,As % of the USA (USA=100),2016,Percentage,Units,12.755167
25748,IND,India,GDP per person employed,As % of the USA (USA=100),2017,Percentage,Units,13.15205
25749,IND,India,GDP per person employed,As % of the USA (USA=100),2018,Percentage,Units,13.834956
25750,IND,India,GDP per person employed,As % of the USA (USA=100),2019,Percentage,Units,14.166688
28691,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1981,Persons,Thousands,56358.0
28692,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1982,Persons,Thousands,56291.0
28693,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1983,Persons,Thousands,56316.0
28694,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1984,Persons,Thousands,56409.0
28695,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1985,Persons,Thousands,56554.0
28696,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1986,Persons,Thousands,56684.0
28697,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1987,Persons,Thousands,56804.0
28698,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1988,Persons,Thousands,56916.0
28699,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1989,Persons,Thousands,57077.0
28700,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1990,Persons,Thousands,57238.0
28701,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1991,Persons,Thousands,57439.0
28702,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1992,Persons,Thousands,57585.0
28703,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1993,Persons,Thousands,57714.0
28704,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1994,Persons,Thousands,57862.0
28705,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1995,Persons,Thousands,58025.0
28706,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1996,Persons,Thousands,58164.0
28707,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1997,Persons,Thousands,58314.0
28708,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1998,Persons,Thousands,58475.0
28709,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,1999,Persons,Thousands,58684.0
28710,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2000,Persons,Thousands,58886.0
28711,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2001,Persons,Thousands,59113.0
28712,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2002,Persons,Thousands,59366.0
28713,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2003,Persons,Thousands,59637.0
28714,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2004,Persons,Thousands,59950.0
28715,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2005,Persons,Thousands,60413.0
28716,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2006,Persons,Thousands,60827.0
28717,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2007,Persons,Thousands,61319.0
28718,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2008,Persons,Thousands,61824.0
28719,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2009,Persons,Thousands,62261.0
28720,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2010,Persons,Thousands,62760.0
28721,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2011,Persons,Thousands,63285.0
28722,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2012,Persons,Thousands,63705.0
28723,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2013,Persons,Thousands,64106.0
28724,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2014,Persons,Thousands,64597.0
28725,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2015,Persons,Thousands,65110.0
28726,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2016,Persons,Thousands,65648.0
28727,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2017,Persons,Thousands,66040.0
28728,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2018,Persons,Thousands,66436.0
28729,GBR,United Kingdom,Total population; persons; thousands,Persons/Hours,2019,Persons,Thousands,66797.0
28791,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1981,Persons,Thousands,59408.666407000004
28792,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1982,Persons,Thousands,59894.123297000006
28793,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1983,Persons,Thousands,60800.711527
28794,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1984,Persons,Thousands,61007.75939299999
28795,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1985,Persons,Thousands,61338.432927
28796,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1986,Persons,Thousands,61652.019987
28797,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1987,Persons,Thousands,61896.256062
28798,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1988,Persons,Thousands,62614.893074
28799,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1989,Persons,Thousands,63537.562691
28800,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1990,Persons,Thousands,64597.929190999996
28801,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1991,Persons,Thousands,65911.577546
28802,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1992,Persons,Thousands,66655.341726
28803,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1993,Persons,Thousands,66907.618495
28804,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1994,Persons,Thousands,66983.0
28805,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1995,Persons,Thousands,67214.0
28806,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1996,Persons,Thousands,67281.0
28807,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1997,Persons,Thousands,67765.0
28808,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1998,Persons,Thousands,66989.0
28809,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,1999,Persons,Thousands,66091.0
28810,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,2000,Persons,Thousands,65610.0
28811,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,2001,Persons,Thousands,65370.0
28812,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,2002,Persons,Thousands,64607.0
28813,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,2003,Persons,Thousands,64641.0
28814,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,2004,Persons,Thousands,65010.0
28815,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,2005,Persons,Thousands,65531.0
28816,JPN,Japan,Total employment (number of persons employed); thousands,Persons/Hours,2006,Persons,Thousands,65989.0
